partido,Media,Rango menor,Rango mayor,predictions,predictions_1,predictions_2,predictions_3,predictions_4,predictions_5,predictions_6,predictions_7,predictions_8,predictions_9,predictions_10,predictions_11,predictions_12,predictions_13,predictions_14,predictions_15,predictions_16,predictions_17,predictions_18,predictions_19,predictions_20,predictions_21,predictions_22,predictions_23,predictions_24,predictions_25,predictions_26,predictions_27,predictions_28,predictions_29,predictions_30,predictions_31,predictions_32,predictions_33,predictions_34,predictions_35,predictions_36,predictions_37,predictions_38,predictions_39,predictions_40,predictions_41,predictions_42,predictions_43,predictions_44,predictions_45,predictions_46,predictions_47,predictions_48,predictions_49,predictions_50,predictions_51,predictions_52,predictions_53,predictions_54,predictions_55,predictions_56,predictions_57,predictions_58,predictions_59,predictions_60,predictions_61,predictions_62,predictions_63,predictions_64,predictions_65,predictions_66,predictions_67,predictions_68,predictions_69,predictions_70,predictions_71,predictions_72,predictions_73,predictions_74,predictions_75,predictions_76,predictions_77,predictions_78,predictions_79,predictions_80,predictions_81,predictions_82,predictions_83,predictions_84,predictions_85,predictions_86,predictions_87,predictions_88,predictions_89,predictions_90,predictions_91,predictions_92,predictions_93,predictions_94,predictions_95,predictions_96,predictions_97,predictions_98,predictions_99,predictions_100,predictions_101,predictions_102,predictions_103,predictions_104,predictions_105,predictions_106,predictions_107,predictions_108,predictions_109,predictions_110,predictions_111,predictions_112,predictions_113,predictions_114,predictions_115,predictions_116,predictions_117,predictions_118,predictions_119,predictions_120,predictions_121,predictions_122,predictions_123,predictions_124,predictions_125,predictions_126,predictions_127,predictions_128,predictions_129,predictions_130,predictions_131,predictions_132,predictions_133,predictions_134,predictions_135,predictions_136,predictions_137,predictions_138,predictions_139,predictions_140,predictions_141,predictions_142,predictions_143,predictions_144,predictions_145,predictions_146,predictions_147,predictions_148,predictions_149,predictions_150,predictions_151,predictions_152,predictions_153,predictions_154,predictions_155,predictions_156,predictions_157,predictions_158,predictions_159,predictions_160,predictions_161,predictions_162,predictions_163,predictions_164,predictions_165,predictions_166,predictions_167,predictions_168,predictions_169,predictions_170,predictions_171,predictions_172,predictions_173,predictions_174,predictions_175,predictions_176,predictions_177,predictions_178,predictions_179,predictions_180,predictions_181,predictions_182,predictions_183,predictions_184,predictions_185,predictions_186,predictions_187,predictions_188,predictions_189,predictions_190,predictions_191,predictions_192,predictions_193,predictions_194,predictions_195,predictions_196,predictions_197,predictions_198,predictions_199,predictions_200,predictions_201,predictions_202,predictions_203,predictions_204,predictions_205,predictions_206,predictions_207,predictions_208,predictions_209,predictions_210,predictions_211,predictions_212,predictions_213,predictions_214,predictions_215,predictions_216,predictions_217,predictions_218,predictions_219,predictions_220,predictions_221,predictions_222,predictions_223,predictions_224,predictions_225,predictions_226,predictions_227,predictions_228,predictions_229,predictions_230,predictions_231,predictions_232,predictions_233,predictions_234,predictions_235,predictions_236,predictions_237,predictions_238,predictions_239,predictions_240,predictions_241,predictions_242,predictions_243,predictions_244,predictions_245,predictions_246,predictions_247,predictions_248,predictions_249,predictions_250,predictions_251,predictions_252,predictions_253,predictions_254,predictions_255,predictions_256,predictions_257,predictions_258,predictions_259,predictions_260,predictions_261,predictions_262,predictions_263,predictions_264,predictions_265,predictions_266,predictions_267,predictions_268,predictions_269,predictions_270,predictions_271,predictions_272,predictions_273,predictions_274,predictions_275,predictions_276,predictions_277,predictions_278,predictions_279,predictions_280,predictions_281,predictions_282,predictions_283,predictions_284,predictions_285,predictions_286,predictions_287,predictions_288,predictions_289,predictions_290,predictions_291,predictions_292,predictions_293,predictions_294,predictions_295,predictions_296,predictions_297,predictions_298,predictions_299,predictions_300
MORENA,0.401780700,36.65%,43.70%,0.419405639,0.393453151,0.419405639,0.419405639,0.382707179,0.386878461,0.412830949,0.370837003,0.356754810,0.382707179,0.382707179,0.417824388,0.415855736,0.417824388,0.370837003,0.412830949,0.370837003,0.417824388,0.382707179,0.417824388,0.391871899,0.382707179,0.391871899,0.417824388,0.412830949,0.419405639,0.419405639,0.356754810,0.393453151,0.386878461,0.356754810,0.419405639,0.412830949,0.356754810,0.419405639,0.382707179,0.382707179,0.417824388,0.419405639,0.385699004,0.417824388,0.370837003,0.393453151,0.417824388,0.386878461,0.382707179,0.386878461,0.382707179,0.382707179,0.417824388,0.420816183,0.412830949,0.382707179,0.393453151,0.391871899,0.419405639,0.419405639,0.419405639,0.419405639,0.419405639,0.356754810,0.386878461,0.417824388,0.419405639,0.419405639,0.382707179,0.344884515,0.412830949,0.370837003,0.386878461,0.344884515,0.370837003,0.419405639,0.422397435,0.417824388,0.417824388,0.419405639,0.382707179,0.419405639,0.382707179,0.356754810,0.417824388,0.370837003,0.415855736,0.417824388,0.356754810,0.412830949,0.419405639,0.419405639,0.419405639,0.393453151,0.386878461,0.417824388,0.382707179,0.393453151,0.417824388,0.391871899,0.391871899,0.419405639,0.420816183,0.419405639,0.420816183,0.412830949,0.412830949,0.370837003,0.391871899,0.386878461,0.393453151,0.419405639,0.356754810,0.412830949,0.419405639,0.422397435,0.344884515,0.344884515,0.419405639,0.419405639,0.419405639,0.391871899,0.422397435,0.412830949,0.422397435,0.391871899,0.382707179,0.370837003,0.370837003,0.419405639,0.391871899,0.386878461,0.393453151,0.419405639,0.422397435,0.417824388,0.419405639,0.412830949,0.393453151,0.417824388,0.419405639,0.412830949,0.412830949,0.356754810,0.417824388,0.373828709,0.417824388,0.412830949,0.356754810,0.382707179,0.382707179,0.419405639,0.382707179,0.419405639,0.420816183,0.382707179,0.419405639,0.419405639,0.417824388,0.419405639,0.417824388,0.386878461,0.393453151,0.382707179,0.412830949,0.419405639,0.393453151,0.420816183,0.412830949,0.385699004,0.415855736,0.391871899,0.382707179,0.417824388,0.419405639,0.422397435,0.373828709,0.419405639,0.370837003,0.419405639,0.393453151,0.386878461,0.419405639,0.417824388,0.419405639,0.393453151,0.419405639,0.419405639,0.422397435,0.419405639,0.417824388,0.419405639,0.412830949,0.417824388,0.422397435,0.391871899,0.419405639,0.386878461,0.370837003,0.373828709,0.419405639,0.419405639,0.417824388,0.420816183,0.344884515,0.412830949,0.419405639,0.417824388,0.420816183,0.419405639,0.417824388,0.412830949,0.419405639,0.417824388,0.422397435,0.370837003,0.419405639,0.417824388,0.370837003,0.373828709,0.393453151,0.417824388,0.417824388,0.344884515,0.370837003,0.385699004,0.419405639,0.385699004,0.422397435,0.419405639,0.415855736,0.419405639,0.419405639,0.382707179,0.417824388,0.391871899,0.373828709,0.417824388,0.386878461,0.419405639,0.417824388,0.382707179,0.386878461,0.417824388,0.382707179,0.422397435,0.393453151,0.417824388,0.419405639,0.417824388,0.412830949,0.420816183,0.370837003,0.417824388,0.356754810,0.419405639,0.422397435,0.370837003,0.382707179,0.419405639,0.419405639,0.412830949,0.417824388,0.370837003,0.417824388,0.419405639,0.419405639,0.370837003,0.370837003,0.417824388,0.417824388,0.415855736,0.417824388,0.391871899,0.344884515,0.422397435,0.417824388,0.393453151,0.422397435,0.370837003,0.412830949,0.393453151,0.382707179,0.417824388,0.420816183,0.393453151,0.393453151,0.385699004,0.419405639,0.393453151,0.422397435,0.344884515,0.417824388,0.393453151,0.412830949,0.415855736,0.420816183,0.417824388,0.391871899,0.419405639,0.417824388,0.419405639,0.419405639,0.391871899
PRI,0.149684736,5.69%,24.25%,0.191430122,0.191430122,0.177092642,0.077064097,0.191664129,0.076780587,0.076496750,0.197028816,0.188539743,0.191947967,0.067104548,0.076780260,0.197028816,0.191664129,0.076780587,0.191430122,0.191947967,0.177092642,0.191664129,0.191430122,0.076496750,0.197193295,0.191430122,0.076780260,0.178835660,0.185301811,0.066684276,0.178406298,0.197028816,0.183558792,0.066684276,0.197193295,0.190376192,0.191947967,0.065783024,0.191664129,0.191664129,0.197193295,0.081021756,0.066400766,0.076496750,0.067104548,0.081021756,0.191664129,0.188539743,0.191664129,0.197477132,0.197477132,0.190376192,0.067412466,0.176474899,0.067412466,0.189157486,0.081021756,0.191664129,0.191947967,0.190376192,0.066684276,0.067412466,0.066066533,0.067128956,0.191430122,0.197193295,0.191430122,0.067388386,0.197193295,0.191664129,0.185301811,0.067128956,0.076780260,0.076780260,0.066066533,0.191430122,0.067388386,0.177092642,0.191664129,0.067388386,0.185301811,0.197193295,0.191430122,0.197028816,0.189157486,0.190376192,0.176474899,0.197477132,0.081021756,0.066684276,0.067128956,0.197193295,0.191664129,0.191430122,0.065783024,0.075827301,0.191947967,0.197193295,0.191430122,0.065783024,0.191664129,0.067104548,0.197028816,0.080738246,0.191947967,0.191664129,0.191664129,0.176474899,0.183558792,0.191430122,0.178406298,0.067104548,0.197193295,0.191664129,0.191430122,0.197477132,0.071346045,0.191430122,0.177092642,0.191430122,0.076496750,0.191430122,0.191430122,0.176474899,0.191430122,0.076780260,0.191430122,0.177092642,0.065783024,0.197193295,0.075827301,0.191664129,0.189157486,0.076496750,0.177092642,0.081021756,0.067412466,0.075827301,0.076496750,0.191947967,0.191430122,0.197028816,0.191430122,0.197028816,0.076780260,0.191664129,0.191430122,0.191664129,0.185301811,0.066400766,0.076780587,0.191430122,0.076496750,0.067128956,0.066684276,0.185301811,0.177092642,0.065783024,0.191664129,0.182941049,0.197193295,0.191664129,0.080738246,0.191947967,0.066400766,0.191430122,0.178406298,0.197028816,0.067128956,0.190376192,0.067412466,0.066400766,0.197028816,0.189157486,0.191664129,0.191664129,0.178406298,0.183558792,0.067128956,0.178406298,0.076496750,0.063765943,0.185301811,0.191430122,0.191664129,0.197193295,0.191430122,0.191664129,0.077064097,0.076780260,0.185301811,0.081021756,0.066400766,0.176474899,0.076496750,0.191430122,0.191664129,0.076780587,0.197477132,0.191947967,0.191430122,0.191947967,0.065783024,0.067104548,0.191664129,0.191947967,0.197193295,0.080738246,0.191664129,0.191947967,0.197477132,0.189157486,0.197193295,0.191664129,0.191947967,0.081021756,0.065783024,0.065783024,0.191664129,0.189157486,0.176474899,0.183558792,0.191430122,0.076496750,0.191947967,0.191947967,0.065783024,0.197193295,0.075827301,0.185301811,0.075827301,0.182941049,0.178835660,0.177092642,0.191430122,0.191430122,0.183558792,0.066684276,0.066684276,0.191664129,0.183558792,0.065783024,0.191947967,0.178406298,0.191430122,0.182941049,0.067412466,0.191664129,0.065783024,0.065783024,0.189157486,0.067412466,0.081021756,0.191664129,0.191664129,0.077064097,0.191430122,0.185301811,0.191430122,0.191430122,0.183558792,0.189157486,0.076780260,0.197477132,0.197193295,0.191430122,0.076780260,0.189157486,0.066066533,0.067412466,0.191664129,0.191430122,0.076780260,0.183558792,0.178835660,0.191430122,0.188539743,0.197028816,0.071346045,0.191430122,0.191430122,0.191947967,0.197193295,0.197028816,0.077064097,0.191430122,0.197193295,0.191430122,0.076496750,0.071346045,0.077064097,0.191664129,0.076496750,0.191947967,0.197477132,0.076496750,0.191430122,0.197193295,0.191664129,0.191947967,0.076780260,0.191664129,0.067128956,0.191664129
PAN,0.173531032,17.00%,17.71%,0.174968451,0.174968451,0.173878610,0.174968451,0.174968451,0.169894069,0.172570795,0.174968451,0.169894069,0.174968451,0.174968451,0.173878610,0.173878610,0.169894069,0.174968451,0.174968451,0.174968451,0.174968451,0.173878610,0.172570795,0.174968451,0.173878610,0.172570795,0.174968451,0.174968451,0.169894069,0.174968451,0.173878610,0.174968451,0.173878610,0.172570795,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.169894069,0.174968451,0.174968451,0.169894069,0.174968451,0.174968451,0.174968451,0.174968451,0.173878610,0.173878610,0.172570795,0.172570795,0.169894069,0.174968451,0.172570795,0.174968451,0.174968451,0.174968451,0.174968451,0.169894069,0.174968451,0.172570795,0.167496413,0.173878610,0.174968451,0.169894069,0.173878610,0.174968451,0.174968451,0.174968451,0.174968451,0.169894069,0.169894069,0.173878610,0.169894069,0.174968451,0.174968451,0.168804228,0.174968451,0.173878610,0.172570795,0.173878610,0.174968451,0.174968451,0.169894069,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.169894069,0.169894069,0.174968451,0.174968451,0.168804228,0.173878610,0.174968451,0.172570795,0.174968451,0.173878610,0.168804228,0.169894069,0.174968451,0.174968451,0.174968451,0.173878610,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.172570795,0.174968451,0.169894069,0.174968451,0.172570795,0.174968451,0.174968451,0.172570795,0.174968451,0.174968451,0.174968451,0.169894069,0.174968451,0.168804228,0.174968451,0.169894069,0.169894069,0.174968451,0.167496413,0.174968451,0.174968451,0.174968451,0.172570795,0.174968451,0.168804228,0.174968451,0.174968451,0.169894069,0.174968451,0.167496413,0.174968451,0.169894069,0.169894069,0.169894069,0.173878610,0.174968451,0.173878610,0.172570795,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.172570795,0.172570795,0.174968451,0.174968451,0.174968451,0.173878610,0.169894069,0.174968451,0.174968451,0.169894069,0.173878610,0.174968451,0.174968451,0.174968451,0.169894069,0.172570795,0.174968451,0.167496413,0.172570795,0.174968451,0.174968451,0.174968451,0.172570795,0.172570795,0.172570795,0.174968451,0.174968451,0.174968451,0.169894069,0.174968451,0.169894069,0.174968451,0.172570795,0.174968451,0.172570795,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.168804228,0.174968451,0.174968451,0.174968451,0.174968451,0.169894069,0.174968451,0.173878610,0.172570795,0.167496413,0.172570795,0.173878610,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.172570795,0.173878610,0.174968451,0.174968451,0.169894069,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.173878610,0.174968451,0.174968451,0.173878610,0.174968451,0.169894069,0.174968451,0.174968451,0.169894069,0.174968451,0.169894069,0.167496413,0.174968451,0.169894069,0.174968451,0.174968451,0.169894069,0.174968451,0.172570795,0.174968451,0.174968451,0.174968451,0.173878610,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.172570795,0.174968451,0.174968451,0.169894069,0.174968451,0.174968451,0.172570795,0.172570795,0.169894069,0.174968451,0.174968451,0.172570795,0.167496413,0.174968451,0.168804228,0.173878610,0.174968451,0.174968451,0.174968451,0.173878610,0.169894069,0.174968451,0.172570795,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.172570795,0.173878610,0.169894069,0.174968451,0.174968451,0.174968451,0.172570795,0.174968451,0.169894069,0.174968451,0.169894069,0.174968451,0.174968451,0.169894069,0.174968451,0.174968451,0.174968451,0.174968451,0.174968451,0.172570795
MC,0.051816245,1.23%,9.14%,0.066663861,0.066996187,0.009878546,0.061049253,0.013952792,0.066996187,0.069053680,0.066663861,0.009878546,0.059768438,0.066663861,0.061049253,0.061049253,0.066663861,0.002983332,0.066996187,0.009878546,0.063823164,0.066663861,0.061977416,0.066663861,0.066524655,0.061977416,0.063823164,0.061049253,0.002983332,0.061977416,0.066663861,0.063823164,0.066663861,0.009878546,0.066996187,0.066996187,0.009878546,0.059768438,0.066663861,0.009878546,0.013952792,0.054153860,0.059768438,0.009878546,0.066663861,0.059768438,0.066663861,0.064751297,0.066663861,0.063823164,0.009878546,0.059768438,0.059768438,0.061977416,0.009878546,0.059768438,0.009878546,0.061977416,0.066663861,0.063823164,0.059768438,0.066996187,0.061977416,0.002983332,0.073414832,0.054153860,0.059768438,0.061049253,0.009878546,0.066663861,0.061049253,0.066663861,0.073414832,0.066996187,0.073414832,0.069053680,0.066663861,0.066663861,0.066663861,0.061049253,0.078722984,0.073414832,0.059768438,0.066524655,0.066663861,0.002983332,0.061049253,0.009878546,0.059768438,0.013952792,0.002983332,0.054153860,0.055081993,0.061049253,0.066663861,0.009878546,0.073414832,0.066663861,0.009878546,0.066996187,0.061049253,0.063823164,0.061049253,0.013952792,0.009878546,0.066996187,0.009878546,0.066663861,0.002983332,0.066663861,0.061049253,0.066663861,0.069053680,0.063823164,0.066663861,0.066663861,0.002983332,0.076796889,0.061049253,0.061049253,0.063823164,0.066996187,0.066663861,0.073414832,0.066663861,0.061049253,0.061049253,0.066663861,0.061049253,0.076796889,0.066663861,0.066663861,0.009878546,0.013952792,0.066663861,0.066524655,0.066663861,0.066524655,0.066663861,0.013952792,0.066663861,0.002983332,0.073414832,0.002983332,0.013952792,0.066663861,0.061977416,0.076796889,0.009878546,0.054153860,0.066663861,0.002983332,0.066663861,0.061977416,0.066663861,0.066663861,0.066663861,0.073414832,0.059768438,0.002983332,0.073414832,0.066663861,0.066663861,0.009878546,0.063823164,0.009878546,0.064751297,0.066524655,0.059768438,0.059768438,0.059768438,0.061049253,0.009878546,0.009878546,0.002983332,0.009878546,0.059768438,0.061977416,0.066663861,0.009878546,0.002983332,0.066663861,0.059768438,0.059768438,0.061049253,0.066663861,0.002983332,0.013952792,0.066663861,0.054153860,0.066663861,0.009878546,0.061049253,0.055081993,0.069053680,0.009878546,0.066524655,0.066663861,0.002983332,0.061977416,0.066663861,0.061977416,0.013952792,0.059768438,0.059768438,0.059768438,0.002983332,0.054153860,0.066663861,0.066663861,0.073414832,0.066663861,0.066663861,0.073414832,0.059768438,0.061049253,0.066996187,0.066663861,0.059768438,0.061049253,0.013952792,0.066663861,0.059768438,0.002983332,0.002983332,0.059768438,0.066996187,0.002983332,0.066663861,0.009878546,0.061977416,0.066663861,0.059768438,0.055081993,0.073414832,0.066524655,0.066996187,0.013952792,0.061977416,0.054153860,0.054153860,0.066996187,0.066663861,0.009878546,0.066663861,0.059768438,0.066663861,0.066524655,0.066663861,0.059768438,0.069053680,0.061049253,0.059768438,0.066663861,0.066524655,0.066663861,0.054153860,0.061977416,0.073414832,0.066663861,0.066524655,0.061049253,0.066996187,0.059768438,0.009878546,0.002983332,0.066996187,0.066663861,0.002983332,0.066996187,0.002983332,0.066663861,0.066663861,0.059768438,0.073414832,0.002983332,0.066663861,0.059768438,0.066663861,0.059768438,0.059768438,0.061977416,0.061049253,0.066663861,0.063823164,0.066996187,0.066663861,0.066663861,0.059768438,0.002983332,0.066663861,0.061049253,0.013952792,0.061049253,0.066663861,0.009878546,0.063823164,0.059768438,0.073414832,0.009878546,0.073414832,0.009878546,0.066663861,0.061049253
